text,star
"Received damage LG friz .
So I had returned the same time .
Bought whirepool friz.
And LG friz was good but due to some upside corner damage I returned.",2
Not worth because size is too small. Not satisfied with the Storage capacity of the product so not worth it,2
"No support from LG or Amazon for installation. Been in use for 3 weeks now, refrigerator still not set up correctly and wobbles during use . Vegetable rack not put correctly.",2
"Lg brand values lost ,I have 2 lg new fridges and both are having issue and lg people saying their fridegs can't keep icecream from melting in even high settings and it's taking 6 hours to to make ice from water",1
"Light complaint. Power light not on
Please share me elecrician contact info details urgent ba s i s s s",1
"No matter which ever product you buy their service is worst!!! so don't buy from LG. I bought a fridge from LG around 5 months back in nov 2020. The first product that came was faulty. As per replacement policy it was replaced. The process took a month of follow up. The new one that came has problems every month and already been serviced 6 times so far. Even was sent to workshop for repair and came back after 7 days and next day again broke down. Service people are not even replacing it.
Every week some person comes to house to repair it. Service is sooooooo bad.. i feel like throwing the fridge.",1
"Play Video
My experience with the LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SPZX) has been an absolute disaster, primarily due to the recurring issue of cooling coil leakage and LG's abysmal service.

Shortly after purchasing this refrigerator, I noticed water pooling beneath it. Upon investigation, it became apparent that the cooling coils were leaking. This led to a constant puddle of water on my kitchen floor, which not only damaged the flooring but also posed a safety hazard.

I contacted LG customer service immediately, hoping for a swift resolution. Unfortunately, my interactions with their service department were frustrating beyond belief. It took them multiple visits to even diagnose the problem correctly. Each time a technician came, they seemed clueless and ill-prepared, often needing to order parts that took weeks to arrive.

To make matters worse, the repairs were never permanent. Despite their assurances, the leakage issue persisted, causing ongoing inconvenience and stress. The refrigerator's performance suffered as a result, with inconsistent cooling and frequent temperature fluctuations, rendering it unreliable for storing perishable items safely.

The ""Express Freeze"" feature, touted as a highlight of this model, was a joke. It failed to function effectively due to the underlying cooling coil problem, leaving me with no confidence in the refrigerator's advertised capabilities.

LG's customer service was equally disappointing. Their representatives were unhelpful, offering vague promises and excuses instead of concrete solutions. I felt like I was constantly chasing them for updates and resolution, wasting hours on the phone and waiting endlessly for callbacks that never came.

In conclusion, the LG GL-S382SPZX refrigerator has been a colossal waste of money and a source of endless frustration. The recurring cooling coil leakage, coupled with LG's incompetent service, has made me regret ever choosing this brand. Save yourself the headache and avoid this model at all costs.",1
"I have been using this produce Since May 2021, its been 3 years so far, vegetable basket is too flimsy and it very rough to operate, btw, it broke. Cooling is a problem, items kept towards the far end of the fridge gets frozen, it certainly do not keep vegetables fresh, am calling in for service and i hope the problem get fixed",3
Play Video,3
"dents on fridge, no care taken",2
"1. Bought an LG Refrigerator in 2021.
Model number : GL-T402JDS3/2021
360 LTR. Writing a review after almost 3 years. What prompted the review was the the amount that I am having to spent almost on a yearly basis to keep the Refrigerator ALIVE and WORKING.
2. The Refrigerator often stopped working and it's Fan had to be replaced twice. Gas leakage were common and the same had to be done thrice in these 3 years.
3. Last 10 days the lower half of Refrigerator is not working. The authorized service centre technician is advising replacement part which costs almost Rs 5000.
4. It's exterior paint on the door also peeled off and gives shabby appearance.
5. All in all after purchasing the Refrigerator I must have spent another Rs 12000-15000 to keep it going. Really frustrating.",2
"Refrigerator is good. Cooling is opt . It's around 6 ft .

2 problems -
1. AMAZON didn't share information & reviews properly for this refrigerator because of which I bought this (older model ) in place of the newer version which was just Rs2000 more than this . Moreover, it had LED display & was a convertible refrigerator.
Saddly, In my refrigerator I found these adhesive sticker/tapes all over the refrigerator. Feels kinda cheap . ( Like a buying a lower model car & having just spaces in place of actual functioning buttons ) . Really didn't expected that from Amazon .

2. Delivery . All good . But the sides are a little banged , scratched . But I guess with online delivery , you have to expect& live with such things . Though , thankfully they are liveable.",3
Received with dents,2
"Don't buy ""LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX)"" its had door closing issue, I made complain, but LG service team closing the ticket by stating its by design, and door closing issue can't be fixed.",1
During first order back side n door was damaged. During second order top and bottom corner was bend so place order third time and third time I received minor damage shown in video. During first two order My money block for 10 to 12 days which I did not want third time so unfortunately I accept minor damage product.,1
Customer care is pathetic. Installation was delayed and multiple follow ups were required. Engineer will not explain everything. When there is a problem with product you will regret the purchase else its a good purchase.,1
"Okay so the product from rating looks fine.
But let me tell the if you are planning to buy, Please do not buy from Amazon. The support is pathetic or has become pathetic. I always vouch for Online as you have cheaper and more options, but better pay a little extra but buy from retail.
I ordered this refrigerator, received a manufacturing defect one. While purchasing they show 10 days replacement only but later on they will say only return is possible. They will assign Delhivery to pick up the return and Delhivery will make your life hell, will not come for pick up and will not pick up calls. Amazon will keep rescheduling pick up again and again and this will go on, I approached consumer ministry helpline then only they picked up the product.

Ordered again, thinking may be a one time experience, forgive and move. They delivered the same defective product. We refused to accept using open box inspection option but now they have not refunded my money. Honestly, I have called them over 20 times and each time a different executive says a different thing.
My money is being stucked. Amazon will waste your precious time and energy. Do not Buy from Amazon.
Amazon is excellent for small items but do not buy large or costly appliances or items from Amazon, you will regret it.
If you are lucky, will get good product but in case of any issue get ready to call Amazon 10 times a day everyday.
I even mailed India head Amit, he or his team saw my email and a guy named Adam followed up, it was just a formality. He never meant to help, just a call and sympathy. No solution, never responds to email, just emails asking for feedback.
Go For Retail, Do not buy from Amazon. You can try filpkart but again might throw same case.
Inshort, Avoid Amazon, they are pathetic. If India head is not helping you, how call center executives will help.",1
"Play Video
My new LG 343 L 3 Star GL-S382SDSX is not cooling. There's no ice forming in the freezer, and there's an overall cooling issue in the refrigerator.""
I am writing to express my disappointment and frustration regarding a recent new refrigerator and my functioning freeze exchange experience....

On 13 May 2024, I exchanged my functioning refrigerator for an exchange through Amazon's service with a new refrigerator LG 343 L 3 Star . However, the new refrigerator I received is not functioning properly. It is not cooling effectively, with no ice forming and an overall cooling deficiency in the refrigerator section. I am left with a faulty refrigerator that does not meet my needs...

My new LG 343 L 3 Star GL-S382SDSX is not cooling properly. There's no ice forming in the freezer, and there's an overall cooling issue in the refrigerator.""
I am writing to express my disappointment and frustration regarding a recent new refrigerator and my functioning freeze exchange experience....I eagerly await your prompt response and resolution.",1
"Play Video
Today it's installed and it has too much Noise. Added Video is self explanatory. Cooling looks fine, looks good. Space is designed well. But it is sounding like a small electric motor.",1
Not working,1
Disappointed because of missing lock system,3
I have order Refegrter Some scratches on product,3
Very poor customer service.the fridge started showing condensation and water leaking out .just within 6 months. No response from LG customer service in spite of numerous calls and emails. It took them 2 months to decide that this needed to be replaced,1
Super fast service by Amazon,3
Product is good nice deal but problem with LG installation N amazon.. Product delivered but not installed for 5days after continuous follow up installation done after 5days.. This 5days also got calculated for returning time period.. How can customer use with out installation.. Its delay from seller amazon N LG why should customer suffer.. Why returning window time not increased? How this returning window time calculated... Should think n order,2
As they delivered we noticed the egg tray was missing really disappointed,3
"Play Video
Before he should have thoroughly inspected the product",3
Good looking and value for money product.,3
There has been constant cooling issue & even the LG support team doesn't respond or address to the issue. Pathetic service,2
"Play Video
Very poor quality refrigerator from LG see video .

Not expecting as this refrigerator was delivered just yesterday",1
"Bad experience. Not working.
Struggling to get connected with customer service",1
"Design is good, it looks stylish. Vegetable box is small. Only advantage is it has a convertible box. I didn’t like the control panel inside the fridge. it’s not convenient at all.
ThinQ App with iPhone never works. QR is not discoverable. The WORST part is it’s not connecting to home investors, No WiFi option as it was described in the product. So No SMART Connect.

Amazon delivery is good, but they didn’t unbox the freeze to check the damage. Worst is LG support team, it been 48 hours and no one has come or even call for demo, inspite of repeated reminders and requests. Based in these experiences, I don’t like to recommend this product and brand due to bad bad support.",3
"Purchased LG refrigerator 360ltr in Jun 2021, but compressor stopped working. Even after 10days of complaint and reminder, there is no service or replacement of under 10 years warranty of compressor. LG means no service.",1
"I bought in last month only but within one month stop cooling and even after 48 hours also I didn't get any response from LG service team.
Poor quality by LG.very disappointed 😔. I lost my 35000.worst product .",1
The refrigerator stopped working three times in 2 and half years. The service team has informed they will take 15 days to replace parts. No standby provided to us.,1
The life of the compressor is too short (3 year) and it takes a long time to replace them. Its been 2 weeks since we called the service center and still they haven't showed up.,1
Better to take from a dealer than online as Amazon don't keep their promises of replacement when there is any issue with the item. I had some issue with the freezer and asked for replacement however they asked me to take refund and also were not ready to give my old refrigerator back that was given as exchange. I had to get the issue resolved by the authorized lg service and keep the item. Very bad experience with Amazon for the 1st time.,3
"The refrigerator is absolutely defective product. Within 2 years of purchase, there was agas leakage. Again now there is a problem with the compressor or pumping low gas. There is no proper response when you register a complaint. The service person Ram Babu was as arrogant as one can be and asked us charges of Rs. 2500 to repair. I had asked another technician, who was earlier with LG, who came and told us that this is a product defect in designing and you shouldn't pay a single penny for this. However, I ended up helpless. My question to LG is, how do you manage with such disservice to the customers? Within 3 years your product becomes totally useless claiming repairs and charges? Don't you have a policy of customer satisfaction.",1
This LG refrigerator is just garbage. Since I purchased this product it’s giving me sleepless nights. The compressor of this refrigerator has been changed twice since 2021 (purchase year). Water is constantly leaking from this refrigerator. LG after sale service is also very poor. Every time they charge 1000 bucks to just come to my place for checking the unit. Please do not buy LG products if you want to main your peace of mind.,1
"Fridge performance is amazing, cooling and build quality is top notch. Giving 1 star because the delivery guys dented the top door and installation agency came 2 days late.",1
"We received the refrigerator today. I have no complaints with the product. However, the packaging is poor. We received the refrigerator with a dent on the right side as shown in the attached photo. I am dissatisfied with the way it was delivered. Who wants to have a brand new refrigerator with a dent.",3
"After having purchased the above refrigerator a year ago, my freezer is not functioning properly and the buttons controlling the temperature donot work. This is my second LG fridge and the experience is pathetic. I will not pay rs.700 plus service charges or parts charges if any for a fridge costing 40000 rupees and just a year old, I have used LG products for more than 20 years and never had such a pathetic experience. Urgent attention required.",2
Damaged product received. No replacement available even have stock.,1
Demo not yet given,2
"Writing this review after 2.5 years of use. Fridge stopped cooling, even when you turn it on for max cooling. The fridge leave a bad Oder and, when you call brand they say clean the fridge and switch it again, but it doesn't help as even after you clean, it still stincks.
The water from fridge leaks continuously from bottom side creating a mess.

Overall bought this fridge thinking LG is a good brand, but it did not leave up to expectations.
Strongly recommend not to go with such poor products in spite of brand changing premium price.",1
Don't purchase fridge on Amazon we returned once whirlpool as it's body was completely damaged and we placed order for LG externally it was ok and small break at back for an extra fitting after a week or so we saw small dent on front body which was invisible until unless we kenly observe it and now after a month when i wanted to pull my freezer to jammed ice at ice box .....we saw a good break at the fitting of the glass tray edge to the ends.......,1
"This is my take on refrigerator after using it for almost 2 years
The refrigerator works fine for the initial days (for me it was 11 months), but after that it's just a nightmare.
It's been a year and the refrigerator hasn't worked for total of 60 days.
Evey two or three weeks the refrigerator shows some problem, and stops working, and it is non functional for a months and after several follow up (and several means 2-3 calls per days for atleast 2-3 weeks) with LG team, the refrigerator works of another max of 2-3 weeks (in most of the cases it will stop working in the first week only)

Conclusion: Refrigerator might be good, but LG service is worse and your time to get it fixed is not worth the money you are spending. I would've given negative stars if possible",1
"I bought this LG GL-T402JDS3 refrigerator in March 2020 from Amazon. The product was having frequent issues where cooling wouldn't work. After the warranty, I went to AMC due to the frequent issues. I paid 5000 rupees additional for the AMC.  It looks like every 3 months it stops working and a component needs to be changed. Now it has stopped working for five days, and LG is saying it will take a week to get the replacement component. An assigned service engineer, team lead, and team manager don't respond at all when called. No return call is made for several follow-ups. The product is substandard, and the service is pathetic.",1
The fridge has a 10 year compressor warranty but stopped working in 1 year. The LG customer care is the most pathetic & worst service I have come across. They sent a person after 3 days of raising a complaint. He said the compressor is not working & would need to be replaced. Its been 10 days now & even after endless calls to the LG customer care no one has come for the repair. They say the compressor has to be shipped from another place & there are many more customers waiting for the same. The fridge failed in the midst of a summer peak & we are left without a redress for the past 10 days! Dont ever trust LG.,1
"This model is probably no longer supported by LG, a freezer part broke down exactly 1 year after buying the fridge 5 days after the warranty expired, So team LG have accurately guessed the warranty as 1 year. Just imagine ₹40K for something that is guaranteed to last only 1 year. Secondly the service guy placed the order for the part first locally, then as it was not available, order was placed in Bengaluru, there too it's unavailable so now order is placed in Noida, so 5 days now and I do not have a refrigerator.
So please check with the local LG dealer only which fridge has better support. And support is needed as today's electronics are delicate and stupid because they are made with tolerances for failure (servicing business) unlike the old days where quality was the most important.",1
"Play Video
Received a faulty product the technician removed all the parts and found that there is an issue with the pipe really a bad experience where I'm unable to replace the product and Amazon is not taking our concern after receiving the product there is issue why do there is a option to replace items when we buy, noise coming from the fridge the doors is hard and making sound over cooling, Amazon please replace the product , waste of money need to call the lg tech support always to fix my issues for brand new product. Poor customer service",1
"Received refrigerator with missing part.
Not received any help from Amazon and LG after reporting missing product.
Unsatisfied and very disappointed 😔",1
"An INR 40000 fridge expects INR 20000AMC so that it can run smoothly for 10 years. It’s a joke.
The electronic panel got damaged after a year and the same panel might impact the sensor. Needs to be replaced now. Better go for low end fridge.",2
"Cooling is not effective, sometimes freezes on lower shelf and doesn't freeze in freezer. Freezer stopped working after 13 months. Please don't buy it from LG",1
"Stops cooling in summers. Compressor died in 2 years.
Has broken done thrice in 3 years.
Add to that the service is super high class - they don't have the compressor in entire state of Delhi. And getting it from Pune will take 6 days. These guys at LG should get medal.",1
Quality was bad sent me a damaged and dented product. My previous review was also removed because i wrote about how bad their product given was,1
Issue with door cooling. I don't find that it is working,3
Noisy. Otherwise it seems to be working fine. We have been using it since last 5 months now.,3
Denting issues onLower side of the left wall of this refrigerator and adequate cooling issues,1
"After four months, the cooling stopped working. The technician does not arrive after the complaint has been sent to LG support. For the past 17 days, they have made false promises that the field team has been informed of the issues, but nobody has visited. Since LG provides bad customer service and is careless, I will no longer suggest their goods.",1
"There is alot of sweating on the surfaces, temperature control has gone for a toss, due to the collected water everywhere the screws have current flowing all across. The brand is not ready to accept that it is a defective product. Super annoyed and sad that we have no option to return it after spending so much money. My experience is on the 8th day of the delivery and installation and i look down on LG and Amazon for this product and the experience we had.",1
one corner of the freeze/refrigerator is damaged.,1
Tomuch,3
Good product.,3
I bought this frost free LG refrigerator in October 2020 on Amazon. The product is still under warranty. This month the freezer has frosting. On 20th July I called LG customer care. They sent a technician who repaired it. Within 2 days of repair frosting recurred in the freezer. It is 9 days since I raised a complaint and LG has not resolved the issue. The product is substandard and service is very poor.,1
Good,3
Not satisfied because of frequent breakdown.,1
Within a short span of less than 2 years it has been damaged 3 times after ending the warrenty period.,1
The fridge was good but the compressor had issues within 45 days. I'm still trying to get some one to come and service the fridge. The worst experience I have had with an item. I have been trying to get a support person to repair the fridge for 3 months now. I'm trying hard to get a replacement for this product,1
Fridge was dented from backside,1
"This fridge has been giving me problems since day one.Water leakage every single month.And now LG is not replacing it.
Cloud tails sells worse inventory
The offline shops have better fridges with no defects",1
"Not a good product , 13 month back i purchased it , now all sensors of panel are not working , repairing cost is around 3K as only one year warranty.",1
I did not get installation service even after contacting multiple times. I had to install it myself. I am not able to add this device ti LG ThinQ for IoT control aswell,1
"The Vegetable tray is so troublesome. When you pull it out to take something from it, and then it is very troublesome to put in. It stucks on the sides. I would ask the seller to replace this item with some another model. Please respond urgently.",1
Please exchange the fridge at the earliest !,1
"Been calling the LG Supervisor. They came, saw inspected. tried from their end and then asked us to call Customer care and complain. Called up CC and complained and no one has turned up till date.",1
"Writing this review after using it around 11 months.

It stopped working twice in this period. First the freezer stops working then the fridge itself.

Highly NOT RECOMMEDED, you can even buy Godrej instead.",1
"Play Video
Huge. And capacious.

But huge noise maker. Avoid at any cost.
Amazon didn't help is sincerely for replacing the unit. Now I am stuck with this. Such horror.",1
"Product is really nice but didnt like amazon service, during checkout cashback was supposed to be given but i haven't recieved any of that. Never expected this from amazon.",1
"Extremely unprofessional response from Amazon and the courier in-charge. Delivered a defective product and they're not taking it back. It's been over 10 days. Buy offline and pay a little bit more, it's worth the hassle. DON'T buy from Amazon.",1
Bahut bekar quality hai LG refrigerators ki compressor ki guarantee to hai but saal me 3 4 bar kharab hota hai or har bar 800 900rs service charge le lete hai. Quality cheat hai LG products I don't recommend to buy LG products. Customer service bhi zero hai,1
"Defective piece delivered
Big products delivery is a issue
Please think twice
Offers was superb but a defective piece delivered",1
"Bought this during Diwali Sale - But Received the Broken Fridge - Few Internal Tray(s) were broken 😔
I had to Chase LG for 20+Days to Get the Tray Replacement",1
"Product is Good. But the delivery procedure to the house is pathetic, third class. Delivery boy was arrogant and rude.",1
Photos speak of the quality of fridge delivered. A huge dent,1
"Dont buy this product. Product works good for few months to 1-2 years, then all of sudden compressor will die. and LG team will not give any ETA on when they will replace the compressor. This is because this is a failed model from LG, and there are a lot of warantty claims as of now, which they can't handle. Stay away. there are better brands out there, search and apply brain.",1
I am recently purchased new refrigerator but it sales defective product not purchase single product of LG,1
"Play Video
Item received with damage on upper door and its packing",1
I don't like,1
Unit not working at all. Refund money immediately.,1
Huge dent was present on corner of door. Delivery not accept. Delivery personnel was very good inspected every thing carefully in front of me,1
Damged item send,1
"Well it's almost an year I am using this fridge. I was really happy with the product. But after nearly an year, I am facing severe issues with this, to the point that I now regret purchasing this fridge. The temperature keeps on changing by itself constantly with annoying beeping sound everytime. I have disabled the environment monitoring feature so that it stops setting temperature on usage patterns and surrounding conditions. But that also doesn't help. It has now become an utter nuisance. Raised issue with LG, hoping there's a solution.
My recommendation: DO NOT BUY THIS FRIDGE.",2
I didn't find water drainage tray in it which resulted in leaking after every 2-3 days. It would be better if this information is also provided.,2
"Even after multiple calls, installation not done since 15days",1
"Please do not buy this product and waste your hard earned money. It not even two years old product the Compressor collapsed, Gass issues, Does not cool properly from begining and Smart diagnostics never worked. Worst product from Amazon & extremely disappointed. This product is just a scrap not a refrigerator at all. Buy it and spend double price of the product on repairs. I even complained to the LG CEO desk but still no replacement. I learnt a lession not to buy any LG product in future and that to 100 percent not online.",1
"Dislike , no helper came along with box and the delivery person was telling us to arrenge the 4 helper",1
"First of all the LG service is too poor, they are very irresponsible. My refrigerator is not working only after 15 days of purchase. The service person came after making a number to attempts to raise complaint and said some part is unavailable so will visit again after a few days. Now it’s more than 8 days that the service person visited and no action has been taken place. Very very bad experience I would never recommend to go for any LG products just because of its poor service and delivery.",1
"I brought refrigerator model GL-T372JDS3 from Amazon 30.08.2021.With one year use on 12July2022 reported customer care regarding cooling issue, technician came and check on home, after that 10days technician again came and replace fan unit. More than 10days with in one year we will suffer for defective fan.
on 01.12.2023 I will reported cooling issue service request send,technician came on home they inform compressor not working, after that they go back and ask purchase bill. Still we don't knew what is the next step. I will check on service request status it shows completed, but problem still not solve and no information what is the action for next step. I will call service centere they told it will take more than one week to get spare parts.After one week change compressor and drier.Then again one week some sound while running, inform services centre they came and check found circuit board damage.After 5days they change damage parts and we will pay.
With in two year period of working two major breakdown of your product happen to me. Like this i feel your product is very bad so that we will suffer on our daily busy family life.",1
"Play Video
Writing this review after 6 months of struggle with LG product. Strongly recommend to not buy LG refrigerator. From day-1 itself, the refrigerator is making loud noise when the compressor picks up. It sounds like my AC. This sound can be heard in the entire house. So I'm not able to use this refrigerator. I raised multiple compliants, but LG ASM said it is normal and they can't do anything about it. So, better stay away from LG refrigerator. After 4 months, there was another fault in the grill circuit and LG technician said to replace the entire grill unit. The video of the fault is attached for ref. Even after CEO escalation, there is no resolution to the problem and the refrigerator is lying idle in my house for last 6 months now. Worst experience I had with LG.",1
"Item Dimensions LxWxH 63.1 x 53.7 x 129.6 Centimeters, please give exactly dimentions of item before upload the message. thank you",1
"The refrigerator is not silent, it continues with some noise always. Contacted Lg service person according to him this much sound is normal . Why LG claims the fridge to be silent then .",1
"Hello Folks,
I ordered and paid money during the festive sale, got an exchange offer at 7K for my old fridge and a 1.5K discount for a credit card, our family was so happy. Our old single door refrigerator is working, no scratches, superb cooling, so we thought exchange won't have any problem.

On the scheduled date, the Amazon delivery associates came to pick up the old fridge, they barely looked for inspecting any changes but found our bottom corner fridge has rust on it, ourselves itself dint notice it before. We said to those guys since we live near seashore and corrosion happens naturally since it's been 5 years, after that, they talked to us very rudely and refused to take our fridge. Told us to look at the whole thing and properly inspect if there is actually any physical damage like holes or dents. If rusting is your problem, give a good price of exchange-value instead of 7K.

Those guys never listened to us and told they won't pick, hence the product will get returned, the money will be refunded. We were left helpless, I called Amazon customer care multiple times explained the situation they were also not ready to help at all, saying it's not possible once DA guys rejected.

I was like if our fridge was damaged or not working or corroded visibly where it hampers looks I would have agreed, rusting at bottom of the thin layer where it can be fixed by cleaning can solve the issue. They strictly said NO. Are they expecting a new fridge nothing to happen for an old product? Common guys are sensible, if there is any damage you exchange the price accordingly, else don't offer and disappoint customers.

Anyway, people, I don't want any of them to suffer like me, so please beware if you are buying any big products or exchanging in the so-called multibillion-dollar e-commerce sites.",1
Worst product.... stopped working within 8 months of purchase,1
"In summation I did not get my dream fridge even after ordering it ""twice""!!___Ya! TWICE!!... And they used my money to make profit without giving me back anything in return... here's how they did it.

Orders 2nd : This is the second time I ordered the same fridge in Great Indian Sale of Amazon (What happened to the first order is written below, that's an interesting read too.).

So this shopping festival began on 03 October 2021, but for Prime members it started on 02 October 2021 i.e. one day before. It offered discount on price from Rs. 38990 to Rs. 35990. So great. There was a 10% discount on HDFC bank cards (yes with an asterisk mark.. don't get fooled, it is maximum 1000 rupees for debit card and 2000 rupees for credit card.. that's it).

On 02 October I tried placing the order and wow! I was offered a cashback of almost Rs. 1500 plus I was gonna use my amazon pay balance etc. So it was coming quite decent. In excitement I made the payment. Yay! I was getting my dream fridge after all...

But no... the payment declined... why?... not because I had no balance in my account, but because there was ""Some technical problem"" from HDFC bank's side. And I was asked to check the next day. Next day came and again I placed the order.... but now the cashback was only 500 rupees and not 1500 rupees. Still I went ahead thinking I was getting a deal better than from a shop anyway. I placed my purchase.

Surprisingly the order came withing 4 to 5 days unlike earlier 10 days delay. So I was very excited. It was very nice to find some lucky marks on the packing box - many dents and a good piercing through the box. I waited for the brand installation guys to unpack it. When they unpacked it, the side of the machine bore a good conspicuous dent. It broke my heart. I was not going to accept any fresh thing that is already damaged. I called up the customer service, which asked for photos etc. And told be that, there is only refund and no replacement. Do you know what that means?

It means you were attracted by Amazon by a bait of discount + cashback + card discount etc. Then made you purchase a large object Costing thousands of rupees, kept your money for 10 days, rolled it around, made profit, then gave you faulty object, apologised for the inconvenience, offered you the refund, but declined to give you the object again at the same price. Thus if you want the fridge, you can book it again at a higher price either from market or amazon. Amazon has thugged you already.

Order 1st: I had made the same order before a few days at rupees 38990 but it wasn't delivered at all. When I first spotted the right fridge LG 335L Dazzle Steel the price was 38450 and then next day it was 38990 when I booked it but after a few day it again became 38450. Wow that was frustrating. But you know when you are a middle class someone you compromise on many levels because you want that dream object. So I still bought it. The update said it would delivered 7 days later. The status showed that the fridge was shipped etc. But on 6th day I got a service call apologising for further delay by 2 days. That's 9 days in total. I thought ok. But it didn't show up even on 10th day. So called the customer service to check what happened to my beloved fridge. They said it was still in a storage facility in ""Rajasthan"", and I live in Maharashtra. I was so frustrated that I cancelled it.

Amazon parked my money amounting to more than 35k for around 20 days. They made profits through their Amazon Pay fund management wing, and gave me nothing but frustration.",1
"Delivery partner tried to trick us to get more money from us illegally. We refused to pay more than required.

Happy with the product.",3
"Such a pathetic service after purchase this refrigerator from LG there is loud noise started from date of purchasing only ,couple of time technician visited but still problem is remains same I don't know what's wrong within month it's not working properly and LG promising me for 10 years, I think I have to write to the MD CEO of LG India as well as going to complain in consumer forum , hope you people will solve this issue within 3 working days after that I will mark a mail to All as well as post it on social media about this pathetic service",1
Very small size,1
Not happy with product as lots of scratches,1
Products is good but 2 star same price 4 star ⭐⭐⭐⭐ and same quality then nice 👍,3
cooling fan was stopped working after 6 month of purchase...have to extend warranty worth of Rs 6200/- so please dont buy this product..,1
,1
"Some damages and dent in refrigerator door. it's not like that to doing a perfect business professions.
Please correct yourself.",3
"After 2 months of buy
Fridge shut down
And after 10 days they said part is not available now
Please don’t buy any LG product

Go for samsung
LG Brand
Is
Bad
Worse
Worst",1
Back handle is missing,1
"Mat Lena koi bhi is Refrigerator ko Bahut Pachhtaoge jaise ki hum.. "" कचरे का डिब्बा""",1
"Play Video
In the market all LG refrigerator compony (LG) label right side but in my fefrigerator left side. Is it LG product ? Please clarify.",3
"Loose hinges, Very poor plastic fittings, uneven back panels , no egg trays …the list is long.

I was trying to buy a premium product of LG, thoroughly disappointed.",2
"Dent on door side..... Door alignment is changed totally unhappy on delivery and instalation
Product is good and working fine",1
The product is good but terrible and inefficient servuce system. Food wastage a problem due to delayed service. Very very bad,1
Broke down within 5 months of purchase. The most core component- the compressor- is defective and low grade quality. Better to go for tries and tested Godrej or maybe Samsung. Life’s bad with LG,1
"I shift from Samsung refrigerator to LG due to its brand value
But I mistaken my self
After using 1 year and more I'm forced to write a review
Fan motor stop working.Freezer section is not working .
Even freezer section didn't have any light.light should be their in freezer section.
LG customer service response was great .
But default with in 2 years is not acceptable ...
My last Samsung refrigerator 210 l working flawlessly from last 12 years without any repair and default.
Recurrent default is not acceptable",3
After a long wait.. got a defective product delivered.. waiting since four days to get the pickup done. U can get the same model outside with price less than 30k....,1
"Bad product, poor service by Amazon, no one comes for installation.",1
Bad,1
"This model or series have defective central cooling sensor system. Freezer will be non functioning because of this fault. Within two years , I have changed the part two times, both after the 1 year warranty period.",1
"In 1 year compressor pump stopped working and service center changed with a new one...it run smoothly for another year and again same problem with comprwssor( stopped working)
Whirlpool is far better ..no complaints
Buy cheap.chinese fridge rather than
LG",1
"Cooling efficiency is avarage, side gets heated too much while using, don't know how company like LG made this third class product.",1
It's a not a good buy n I'm regretting spending so much money on this . It's not working good n within three months has started creating problems. Now company says we need to spend 25k more on AMC cos this fridge won't work . It's really so much harassing for a middle class family.,2
"ITS JUST 9 MONTHS AND IT STARTED PROBLEMS OF SOUND ,NO COOLING,
AND MAJOR PROBLEM IS PCB NOT WORKING.
REPORTED PROBLEM TO LG REPR.
NO REPONSE FRON SERVICE CENTER OR COMPANY.
DON,T BUY THIS COMPANY REFRIGERATOR.
BUY HAIER OR WHIRLPOOL,",1
"This Ref is non convertible. Paying so much and not getting basic features is VERY Sad. No egg tray, no Icebox tray. Freezer tray only 1. Toughen glass quality is low. Haier has better design and esthetics.",2
"Ye nehayt hi ghtiya product hai abhi teen sal bhi pure nahi hue hai or door ki said k rack khud hi crack ho ja rahe hain.Customer care se koi tsalli baksh jwab nhi mila.sari zimmeDari customer per daal de rahe hain
Meri sb ko ray hai k LG ka ye side by side door Refrigerator na Len or apni khun pasine ki kmai ko brbad hone se bcha lo.",1
Play Video,2
"Not cooling properly,n technicians visited but have no knowledge about side by side refrigerator, trying to make me a fool...
Not good service technicians",2
"Product is working good condition and so happy to say that LG products is for good.
But if I talk about of Amazon service & Delivery of product is so disappointed.
Because my product delivery date was dated 02 may 2023 but product was delivered next day when I proper follow.",1
"One delivered - Faulty base
Replacement - Faulty base",1
"I purchased it last year using a different Amazon ID, and now the cooling system isn't working. Despite complaining, I've been waiting for an LG technician for four days. I'm not sure what to say; it seems like the worst customer support.",1
worst refrigerator ever..it doesn't work in fridge cooling..no defrost.. compressor is running 24hour no cut and not cooling..I complain about this but they can't fixed this..and this product can't return and exchange.! Don't buy.,1
"Play Video
Stopped working in 8 months. Wasn't able to provide any resolution, they changed compressor, gas multiple times then gave up saying it can't be fixed even under warranty. Finally got a call from some service center broker to sell it in cheap , then i understood the scam of Bangalore service center by Monica, Bala, jagadeesh... They did it intentionally so that they can buy and fix it. Sold 1 lac fridge to them in 20k and got a new samsung to avoid harrassment to family.",1
"Play Video
The French door fridge was a very nice in features and performance so fer , but after using almost 18 months suddenly stopped working and found not cooling at all.
After getting serviced by the lg technical support it was found that the main PCB and compressor was faulty and needs replacement just after the warranty period.
That means I am going to be charged for cost and service charge for the replacement of PCB for service beyond warranty and free replacement of compressor but the cost is not soft and painless.
The lg company must looking forward for trouble free performance of their premiere product so that their products could be a lifetime property with a trust on lg brand for durability.",2
