,모델명,날짜,별점,제목,본문
585,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 10 June 2024,1.0 out of 5 stars,Such a bad experience,Ordered the product with so much excitement but received a defective unit. and now they are not returning it. citing mismatch serial no. Always keeps on rescheduling. Never thought of having such an experience with amazon. Neither there is any dedicated customer care no. Pathetic service.
586,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 24 October 2023,3.0 out of 5 stars,Not such a great tv.. the viewing angle is quite less. Gets blurred with slightest movement.,Not such a great tv.. the viewing angle is quite less. Gets blurred with slightest movement.
587,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 11 October 2023,3.0 out of 5 stars,Good LED Tv but received VA Panel as i wanted IPS,Only disappointment is I received VA Panel instead of IPS Panel. Otherwise all gud. Deal was awesome. Got in just 34k
588,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 13 October 2023,3.0 out of 5 stars,Poor sound quality,"I have to keep volume at 75 for normal clear sound
Could have been more better"
589,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 7 November 2023,3.0 out of 5 stars,Pic Quality is good sounds good,Value for money But not Bezel less display
590,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 30 November 2023,3.0 out of 5 stars,Picture quality is good and sound is ok,Sound quality is not that good
591,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 29 October 2023,3.0 out of 5 stars,Good quality from LG but installation facility missing,Technical assistance for Installation did not received from Amazon.
592,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 16 November 2023,3.0 out of 5 stars,Avrage performance,Average performance
593,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 2 October 2023,3.0 out of 5 stars,Bad experience for this tv display problem,"Play Video
Display problem two problems faced not resolved lg and Amazon person check two times but not resolve problem"
594,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 18 May 2024,1.0 out of 5 stars,Such a worst product,"Do not buy this product because this is not a Google tv this is smart tv their is only few applications is working like YouTube, jio-cenima, hotstar and Netflix. In this TV do not have play stor where you can install many apps, game and other stuffs..please don't waste your money in this TV move other like VU, MI, TCL, Acer and etc. because they much better and cheaper... please don't waste money in LG TV"
595,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 21 August 2024,1.0 out of 5 stars,and time only 1 yr warranty . service also delay from us.,Dont buy this waste product
596,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 21 May 2024,1.0 out of 5 stars,Worst lg service,Package was delivered on time but the installation service from LG is too worst. One will be so frustrated by the time ur tv gets installed. They call u and inform u to be available at particular time but they wont respond until EOD. Same continues for so many days and still ur issue wont be solved.
597,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 26 March 2024,1.0 out of 5 stars,Great Disappointment! Absolutely Worst Product !,"Bought it after going through many reviews. But unfortunately, and surprisingly the results are totally adverse.
I see various issues in this LG 55’’ TV. Listing out few below
1. The voice and lip mismatch throughout
2. Lag in loading the videos with the fast internet 5G speed
3. Picture colour quality is extremely low, worst than any cheap local brand TVs

I regret my decision not to return it within the return period. It’s been 1.1 month , so cannot opt or return."
598,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 27 October 2023,2.0 out of 5 stars,Budget TV,"The TV is fine as per the budget but there are a lot of shortcomings. Picture quality is fine, sound quality is absolutely normal, by spending a little more money you can buy Sony Bravia. It is best if the budget is up to Rs 40, otherwise stick with this model."
599,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7550PSF (Ceramic Black),Reviewed in India on 12 December 2023,1.0 out of 5 stars,UR7500PSC panel issue,"I got this tv from DAWNTECH ELECTRONICS PRIVATE LIMITED during dasara sale 2023 which got delivered on Oct 17, since most of the DTH channels are not full screen , I couldn't notice the black wavy curves. but a few YouTube videos are full screen and found it. And also the edges of the tv are not rigid when I press the panel keeps moving inside as if the tv edges are improperly fixed.
I noticed it and quickly raised a complaint.

Surprisingly I spoke with the customer care guys and found out that a request for panel replacement has been raised. I was looking for a piece to piece replacement as it's been hardly 1.5 month and the product it self is defective. Frankly I would say I received a defective product."
600,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 26 October 2023,1.0 out of 5 stars,Received Defective Product,"For those who are reading this.. this not entirely a product review. Let me guide you through the entire process of my agony.
I ordered this item on 8/10/23 and it cost me 23,262.05/- (after offers on no cost EMI). The item was delivered on 13/10/2023. The delivery was prompt and they informed us that technician from LG will call us for installation. Since no one called, so I called back to LG from the contact info provided in Amazon app and booked an installation request on 14/10/2023. The personnel from LG came on 15/10/2023 and when he checked the item (by simply connecting it to power), it was found to be defective because the screen was not switching ON. I tried to return/replace the item on 15/10/23 itself. But only available option was to book a technician. So, I booked a technician (for 17/10/2023, because that was the nearest date available) and I also called customer care to request replacement and they advised me to wait for technician to check. Technician completed the service by evening of 17th (after again reminding through customer care). After 48 hours (which is the standard waiting period for some reason!!!) there was no response from Amazon regarding return/replace. So, I contacted customer care on 19/10/2023. The customer agent concurred that the technician also agrees that the item is defective and said that only return was possible for that item and that he has initiated the return and that within 48 hours someone will come for pick up. But nothing of the sort was updated in the App. I again waited for 48 hours but no one called or came. Then I again contacted customer care on 21/10/2023, and the agent told me that no return has been initiated. At this point I was fed up. They have blatantly lied to a customer on a recorded call. Then this new agent initiated a return which was scheduled for 24/10/2023. The pick up could not happen on 24th because we were not available at home and I again had to call customer care. The agent rescheduled my pick up to 27/10/2023. Then on 25/10/2023 I received a call from pick up agent that he will arrive in 30mins for pick up of TV. He arrived, checked everything and went off with the item. It should be noted that completion of pick-up was not updated in the app which I specifically asked him to update. I raised the same issue with customer care and they told it will be updated within 24 hrs. Then at 3:00pm in the evening the pick-up guy called me stating that the serial no. was not matching and the he cannot complete return. He had checked everything before pick up and now they are saying that details are not matching. I was naturally furious. I denied to accept it back, but he (pick up guy) started threatening that if I don't take it back I will not get refund. Then today morning (26/10/2023) he re-delivered the item to me and took photos (the usual procedure) and went. He was also not clearly explaining why the return failed. All he is saying is that he is acting as per his supervisors orders. Then, I again called customer care informing them of this issue. The agent cross-checked the serial no. and said that all details are matching and that it is a mistake on the part of delivery agent. Now the pick up is scheduled for tomorrow (27/10/2023). Only God knows how many hurdles I have to cross to get my genuine refund. My only advice to whoever is reading this is, Amazon is a very good platform to purchase products as long as they are working. If you end up receiving a defective piece, you will definitely lose your peace of mind because of their conduct."
601,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 25 July 2024,3.0 out of 5 stars,"Just a decent TV , nothing amazing !","I got a 55 inch TV thinking I will recieve an IPS panel, but alas I got a VA panel .. and even with a VA panel, the BLACKS aren't that good . The upscaling works very avg , the SD channel aren't even worth watching.
Connectivity is good with wifi has ample ports
The webos feels laggy even in 2024 ..not what I expect from an LG tv .so absolutely not easy to use.
Got it in a sale ,so I guess you can consider it a value for money . But without magic remote , the experience ruins it . Had to purchase a magic remote. So consider 2k more. The LG support is excellent at least in bangalore .

I use it in the bedroom . And at least for the the sound is amazing even for a 20 watt speaker. I was genuinely surprised in a good way . So all in all of you are getting this 55 inch TV under 40k.. you can consider it . Else I suggest getting another tv from a different brand . Or you can wait it out for LG UT80 series as they are significantly better having tested it myself in an offline store ."
602,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 26 July 2024,3.0 out of 5 stars,TV quality is good and installation experience is worst,"The TV quality is excellent, but the installation took 5 days. All the technicians (scheduled from Amazon) were giving different excuses and not completing the job. Finally, I called LG customer care directly in the morning, and they sent someone to install it by the evening. The fixed wall mount was free and was brought by the LG technician."
603,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 11 August 2024,3.0 out of 5 stars,Tv is good. Delivery was good.,"Play Video
I think the tv is all good for entertainment.But I deducted two star for the following:
1) RECIEVED VA PANEL
2) When I tried checking panel for bleeding using white screen… it is not uniformly white(Don’t know if that’s an issue or not) but no case of screen bleeding..luckily.

**Lg team was superb and the WALL MOUNT is free provided by LG itself."
604,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 23 July 2024,3.0 out of 5 stars,Slow Response,"While the TV was at its best, but its old model and the OS was slow to respond. And the big thing about this is magical remote, very convenient to use... but the response time of the remote to tv is very slow compared to other tvs like reconnect etc. LG should look into this matter. Rest assured it was good one for home."
605,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 23 August 2024,3.0 out of 5 stars,Very Good picture quality but laggy interface,"Very Good picture quality but laggy interface, not smooth as the other LG TVs"
606,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 7 August 2024,3.0 out of 5 stars,1 year review,"Picture quality is good.
But the operating system that is webos is very sluggish at times.
No magic remote is big disappointment.
Sound is ok and clear"
607,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 7 August 2024,3.0 out of 5 stars,Response is slow,"Web browser, and accessing cards on home is too slow sometimes it takes more than 5seconds.

Tv resolutions is good. Happy but still performance not satisfied."
608,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 16 August 2024,3.0 out of 5 stars,Magic remote,Magic remote is not included the box
609,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 24 July 2024,3.0 out of 5 stars,Delivery person asking money,"Hello,
Today I bought my lg tv from Amazon. I happy with this. But the thing is delivery boy demanding me to give tip of 200 rupees. I have given 150 rupees. I feel very bad for this."
610,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 23 August 2024,3.0 out of 5 stars,This product was not working,
611,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 26 January 2024,2.0 out of 5 stars,Defective panel and long ordeal it getting resolution,"Not happy with the purchase. What I got was probably an ips panel, because the viewing angles were good. Overall picture quality was also quite good.

But the blacks were not that deep. It's OK when you watch TV during the day or with lights on. But if you watch by blacking out the room, the blacks (at the top and bottom.band, if the video doesn't cover full screen) were appearing quite grey.

But the bigger issue was that there were light spots at the bottom. (Pictures attached). So I then played a full black video to check the screen and I could see multiple white patches throughout the screen. It's visible only when black plays though.

The sound quality was quite average. I have a slightly large room (15x20ft) and I had to play in 100% volume to get decent sound. There is cinema mode, in which sound comes even louder. But only the treble increases, not the bass, so I didn't like how it sounded in that mode. And switched back to standard mode at 100%.

I also noticed some motion blur. Not in some high speed video, but normal hand waving. But I was able to tinker with some settings and it improved. I reduced super resolution and also changed motion settings. I dont know which one made the difference, but it was tolerable after that.

Amazon was quick in their response and the brand technician visited the next day to check. He confirmed this is a panel defect, said that he will get the tv replaced in 2-3 days. But he went and filed a report saying that there is no issue with the TV. I kept waiting for the TV for 3-4 days. Then had to call amazon 2-3 times and finally they agreed to send one more technician. 10 days over, and now I was at the end of my patience level. These buggers confirmed appointment after 2 days and didnt turn up at the scheduled time of 10am. There was no response from anyone till 6pm, and finally after a few more calls, amazon agreed to take back the product and refund me. I was really worried if I will be stuck with a defective product after paying 66k. But relived that they are refunding it. Gotta thank amazon for that.

On second thought, i feel even if I get good quality of same TV, its not worth the price, given the sound quality and not so deep blacks. Hence opted for refund instead of exchange. Plus I feel there was no point in paying extra for a ""brand"" since their service was pathetic."
612,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 24 June 2024,3.0 out of 5 stars,Average TV overall,"1. Display is fine
2. WebOS is worst as the apps keep hanging or don’t launch sometimes
3. Installation took longer than expected as the latest version of web os takes time to update first time
4. TV is a little on the heavier side for this segment
5. Sound effects are ok
6. Remote keys are not buttery smooth"
613,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 13 July 2024,3.0 out of 5 stars,Picture,Picture quality not upto the mark. Little upset
614,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 3 July 2024,3.0 out of 5 stars,Not good,Very cheap picture quality of this segment don't buy
615,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 2 July 2024,3.0 out of 5 stars,Low audio voice,Got low audio voice
616,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 19 June 2024,3.0 out of 5 stars,"TV is good,.but remote is not as expected","TV picture is good, sound is good.But responds.slow and remote is not with good quality"
617,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 6 June 2024,3.0 out of 5 stars,Remote is very bad,I like TV but remote is very cheap. It does not have voice assistant button . It have built in Alexa but there is no voice assistant button in remote.
618,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 5 May 2024,3.0 out of 5 stars,Not a great purchase.,"While the picture quality and sound is great.
Lg's insistence on webOS is significantly disappointing.

Their store does not have a good selection of apps. Sideloading Android apps isnt possible and webOS UX leaves a lot to be desired.

Basically this limits what your tv is capable of today with Google or Apple Tv. This forces users to add on an additional device to compensate for the lack of features which is force limited by webOS and its ridiculous limited development roadmap.

Please improve this LG."
619,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 23 October 2023,3.0 out of 5 stars,product good for amazon delivery is worst,"amazon delivered this item within the mentioned timeline but they did not inform the installation person about the installation.

After delivery we waited 48 hrs for installation and no one contacted us. After 48 hrs I called LG services and booked installation but after 4-5 times contacted to LG by call and WhatsApp and after 48 hrs (totally after 5 days) only person was contacted for installation. Amanon did not mention this installation process while checking in flipkart same product they have mentioned this information clearly.

During these service center contacts, they had one person's number to contact but that person said I was not covering that area and asked me to contact another one person. Still, that second person never answered the call even calling more than 10 times.

The only good thing is after getting communication from that installation person he completed that entire process within one hour with politeness and needness. for him only this 3 star otherwise zero star only.

Worst service experience ever, recently purchased a Samsung TV and they contacted me and did installation within a single day very satisfying. This issue should be due to the amazon not due to LG. They should inform the LG service team about this process seems amazon not did this if i am not wrong.

Anyway i prepare Flipkart only for all the major purchases like mobile, laptops so many things but very first time went to amazon but very bad experience"
620,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 14 June 2024,3.0 out of 5 stars,Good,Good
621,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 18 April 2024,3.0 out of 5 stars,Display and sound,"I am writing this review after 2 days of usage. LED Display is not much good, and sound also not good. If you are looking for a TV for brand and budget take OLED. Deducted 1 star for. They need to provide more better speakers and display. I purchased this tv 28k after discount on credit card including charges. Better to go another product."
622,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 27 July 2024,2.0 out of 5 stars,Bina magic remote ke mat lo,"Bhai prime day me 25000 ka liya hai, saste ke chakkar me magic remote wala nahi liya aur ab bahot pachta raha hu, Bina voice remote ke smart tv bekar hai, picture quality to normal hi lagi, panel shayad va aa gaya hai aur dark scenes ko aur jyada dark dikha Raha hai, awaj theek hi hai par movies me action ka sound jyada aata hai aur characters ka bahot kam, app jo pre installed hai bas wo hi dekho , iske lg store me faltu ke app hai kaam ka koi nahi, upar se saala wifi auto sign nahi ho raha , har baar connect Karo phir password dalo, bhai meri mano to isko rehn do, lg samsung ka tab hi Lena jab 60-70 hajar ho , in base variant me kuch nahi rakha, Android TV lo apne budget ke hisab se , ja Raha hu kal isme d2h lagwane."
623,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 22 August 2024,2.0 out of 5 stars,Product is good but no installation provided yet,"Product is good at that price. Delivery was timely. However no installation was provided at the time of delivery as promised or even 5 days after the delivery. Contacted Amazon support several times but was of no use,they could not help about it. We had to get it installed locally."
624,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 13 May 2024,3.0 out of 5 stars,Remote is not good,Tv is good remote access is slow go for Magik remote
625,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 26 April 2024,3.0 out of 5 stars,Universal configuratiin settings settop box options,"While selecting settop box provider list screen not showing ""view all"" options only default provider names are listed like airtel den tv hathway. So user unable to see view all options enabled for LG AI TV"
626,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 20 August 2024,2.0 out of 5 stars,Web OS is Very Slow,"Web OS is very very slow . Unable to launch apps quickly. Taking more time to launch it. Even it is for Hotstar, Zee5, other etc. Am not happy with LG Web OS TVs"
627,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 4 August 2024,2.0 out of 5 stars,Whitish color on all channels,"Not as good as I expect from LG. There is a whitish color on all content and no settings can change it. This is my secondary Tv and I am very disappointed in this product. Look for other lg products, this one is a miss"
628,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 24 March 2024,3.0 out of 5 stars,"Great display, mediocre sound.","The display is great. Full marks to LG there. However, the sound is just mediocre. This is my 2nd LG 43"" & must say that my previous one's audio is just great. Clean crisp & melodic. This one is just the opposite. The soundstage is not clean. The audio has too much of distortion. The mids are not clean. Too much overpowering lows creating distortion for the highs.
Bluetooth is patchy: signal intermittently drops even within 10m LoS range.
AI sound mode makes it worse.
I regret buying this because of the sound."
629,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 10 November 2023,3.0 out of 5 stars,"Good hardware, not so good software","I'll start with the good parts. Panel is bright, picture quality is great(clear), audio is perfect for us. We have a 14'x14' room and we have to keep the brightness at 60% else it gets too bright. Vibrant mode is tooo vibrant. We use the standard/film mode so that colors look natural. Audio is loud enough for us. We usually use about 30% for reality shows. I love the clear voice mode which reduces background sound and clarifies dialogues.

Now the software. It sucks. Does not support discovery+ even though previous year model (UQ series) did. Apps have bugs and I guess they prioritize fixing them for android over webOS since it has more users. All reviewers online show how snappy the os is and how fast it loads. But what they don't show is how much the apps lag in animations. I have a firetv stick to compare webOS against."
630,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 21 July 2024,2.0 out of 5 stars,Don't buy this model,"Better than non brand tv but you can't get better what you expect from Brand like LG.

I always trying to to suggest lg but lg send technician with zero knowledge person."
631,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 28 July 2024,2.0 out of 5 stars,It’s not what it seems,"The panel it has it a huge disappointment. The promise of 4K is mislead by a lot of youtube reviewers so beware.
OS is awfully slow. Remote’s quality is cheap. The blacks are grey."
632,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 4 August 2024,2.0 out of 5 stars,Picture Quality,Picture clarity not so good
633,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 3 March 2024,3.0 out of 5 stars,Slow functionality,"Tv is good in terms of display quality and video resolution, however it is very slow in operation , switching in apps using remote function there is a lot of latency in performing remote operations, didn't like webos. Samsung tizen is way far better than webos."
634,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 29 July 2024,2.0 out of 5 stars,Panel defect,Manufacturing defect found and LG doesn't replace TV. Only repair service given for panel defect. Big line coming from right corner
635,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 15 August 2024,1.0 out of 5 stars,TV Display stopped working within 1 month of purchase,"Worst post selling service ever.
Within just one month of purchase the display stopped working.
When we posted a complaint to LG customer care. They are saying that the display is damaged even though this is not the case. There is no sign of damage over the body.
Service guys are claiming that it got damaged from inside. But when we discussed with other TV guys, they ensured that when the display gets bad it shows the same sign. And now they are asking for 27k for repair even when the television is in warranty.

This is a scam which is being run as a post service. I will add the same post on twitter."
636,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 20 October 2023,3.0 out of 5 stars,Nice TV experience at the budget price,"Trusted LG product , so went blindly for buying online...has pros and cons
Pros:
1.budget 4k TV at affordable price
2.good visuals especially hdr content and watching cricket is awesome
3.decent sound output
4.movable TV wall mount for adjusting the viewing angle
5.IPS panel with good blacks and colour optimisation by the processor
6.Excellent service response and installation by LG

Cons:
1.Build quality not upto the mark.. panel gaps between PANEL and bezels are evident
2.WEB OS, though said to be improved, but not impressive and not user friendly as Android OS
3.Glitches while using the interface as it is not that fluidic and was somewhat irritating
4.1.5gb ram 16gb is not enough considering the competition
5.Tv takes much time to switch on and display
6.could have given magic remote."
637,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 22 December 2023,3.0 out of 5 stars,Disappointed with LG,"I bought it because of the brand name and feeling really disappointed.
1. Moto TV has better picture quality than this model
2. It is latest TV Gen by LG but still runs laggy.
3. It lags 2 to 3 seconds everytime while operating, sometimes feels like remote is not working but remote is okay actually software is not working well.
4. Really need a good software update."
638,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 23 August 2024,1.0 out of 5 stars,"Wi-Fi connection issue,dead OS ,app crashes","Writing this review after using it for 9months
Wi-Fi connection issue, frequent app crash, and why in earth LG is using web OS
though these error occur only 2 out of 10 times but it shouldn’t occur even once in premium product like LG
The world is using Android in its Tv god knows why LG is stuck with web OS
Picture quality is good
But what is point of having good picture quality if you are frustrated with frequent app crash and connection blunder"
639,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 3 April 2024,3.0 out of 5 stars,Sound,Sound quality is very bed
640,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 13 March 2024,3.0 out of 5 stars,This Product is Average,"Video & Audio quality is the very good but web os processor, it is too slow and laggy."
641,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 11 August 2024,1.0 out of 5 stars,Crooks,"Slow software, lag in response time, buggy network and bluetooth connections and a really sad and poorly designed out-of-the-box remote and fraudulent advertisement that wall mount is complimentary- don't fall for this . somewhere hidden in the statement below is the fact that wall mount is chargeable . Pay a bit more and buy any of the other brands . Regret buying this"
642,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 23 October 2023,2.0 out of 5 stars,TV with great picture quality but very bad (low) sound quality,"A TV only has two main functions.

1/ Display - which this TV handles very very impressively. The display is one of the best in the market in this segment (hands down to this)

2/ Sound - although the sound is clear and crispy, I do not know why nobody has ever mentioned the fact the TV volume is way too low. I have to put my TV in 75-80% volume to even hear what is being played.

I could find only 1 review that says this point.

Please be careful when you are buying this TV. If u have a external speaker then this would be the best TV to get.
if not, THE TV VOLUME IS WAY TOOOOOO LOW TO HEAR. CONSIDER PUTTING YOUR TV VOLUME TO 75-85 TO EVEN HEAR IT PROPERLY.

I am telling this because I already have as a same TV of 2022 model - 43UQ7500 and the sound quality and loudness is just awesome. You don't even need a external speaker but this TV is failing in this area.

I HAVE RETUNED THIS TV TO GET THE OLDER MODEL. (except for the bezel older model is a great overall experience. Bezel and TV thickness won't matter much after sometime)

Display - 5/5
Sound quality - 4/5
Sound loudness - 1/5
Overall - 2.5/5"
643,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 28 July 2024,1.0 out of 5 stars,Worst installation experience (from Amazon and LG),"I want to give negative review because of installation. Its been 10 days since I ordered the product, but i didnt get installation. I have been calling to Amazon for installation, they are providing two contact numbers for LG service center, but these numbers are not working and amazon people also raised complaint more than 6 times till now, however I didnt get any resolution till now and atleast i have n’t received contact details for any service person till now. I have been wasting my time for 2-4 hours for calling amazon and finding LG service center contact details. Finally Indecided and I urged Amazon to take their product and give my refund but they are refusing even for this. This is the worst experience I ever faced from amazon and even from such great brand LG."
644,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 17 August 2024,1.0 out of 5 stars,Does not power On,"During installation by LG technician the TV did not come On for a long time. The Power On LED sometimes blinked. Then by chance it came on, and it worked. But later, the On indicator also does not come on. Now, waiting for senior technician to come and check it. Will return if it still does not work. Does not Look Good!!"
645,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 12 May 2024,2.0 out of 5 stars,Poor Quality Check,"All the TVs being sold by the seller named Dawntech have issues with quality check, prefer buying one from a physical store nearby. Mine clearly has banding effect and even the Manufacturer LG does not take it seriously, they say if you don't want banding you need to buy an OLED, OLEDs of subpar quality have even worse banding issues.
Thoroughly test a tv in a physical store before buying."
646,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 12 May 2024,2.0 out of 5 stars,"Refunded , not happy with performance","Picture quality is good, is performace is not great, even settings take time to open ,get to see a lot of progress bar if opening advanced settings .
Tru motions is not gud , not happy with va panel , i already have 32 inch smart TV with IPS panel purchased in 2015, works much better that this one ."
647,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 12 August 2024,1.0 out of 5 stars,DO NOT BUY,"This TV is like an old rusty slow desktop with a 100 years outdated software.
The remote is old fashioned with 20 odd buttons half of which you will never use. The TV hangs, is slow and doesn’t catch network easily. There are many models available that are much better"
648,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 30 January 2024,3.0 out of 5 stars,"Voice assistant is not working as Amazon fire stick, it's totally no use.","Voice assistant is not working as Amazon fire stick, it's totally no use.

Other features are nice."
